CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,CLUSTER,CLUSTER_KMEANS,CLUSTER_AGGLOMERATIVE,CLUSTER_DBSCAN,CLUSTER_GMM,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
C10011,1293.124939,1.0,920.12,0.0,920.12,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1083.301007,2172.697765,0.0,12,1,1,1,0,5,1.6487194840911177,0.8782833137125727,-3.6500200826170497,1.2701177769167038,0.6071968146105963,-0.42627132492133807,-0.847467034976589,-1.0510679089156727
C10012,630.794744,0.818182,1492.18,1492.18,0.0,0.0,0.25,0.25,0.0,0.0,0,6,2000.0,705.618627,155.549069,0.0,12,1,1,1,0,6,1.6807952712143788,-0.6697007186587958,-0.014082785458722834,-2.6229786804259785,-0.11740979276727544,-0.5212630972346598,-0.9728414973098445,-0.5125457726374857
C10013,1516.92862,1.0,3217.99,2500.23,717.76,0.0,1.0,0.25,0.916667,0.0,0,26,3000.0,608.263689,490.207013,0.25,12,1,1,1,0,8,3.351173174819587,1.3303236737772586,-1.526861705279238,-0.02703622210144635,-0.08337958726891039,-0.1155660955209485,0.025565369135279795,0.13094459332715935
C10014,921.693369,1.0,2137.93,419.96,1717.97,0.0,0.75,0.166667,0.75,0.0,0,26,7500.0,1655.891435,251.137986,0.083333,12,1,1,1,0,5,3.275877045017491,0.8587863599537056,-0.02864927122182907,0.09378273267741606,0.7334796389754237,0.48095275027025997,0.3008109684442612,-0.5648383117632173
C10015,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1,0,3000.0,805.647974,989.962866,0.0,12,0,0,0,0,2,-4.079245144105919,-0.506038271748896,-1.2465555727658288,-0.3478853342568848,1.4926554085161334,-0.36991982525268097,0.3662885223058642,0.05196680970131863
C10016,6886.213231,1.0,1611.7,0.0,1611.7,2301.491267,0.5,0.0,0.5,0.166667,4,11,8000.0,1993.439277,2109.90649,0.0,12,0,0,0,0,3,-1.0603051240354442,3.2012503281223545,-0.9434514378106373,1.205339603260767,-0.11719076381958941,1.3345015801687197,-0.3762323714633236,-1.402642140010917
C10017,2072.074354,0.875,0.0,0.0,0.0,2784.274703,0.0,0.0,0.0,0.25,3,0,3000.0,391.974562,376.579631,0.0,8,0,0,0,0,9,-4.871259690409603,-0.7352619379456932,0.05560182118875841,0.4449043722893039,-1.244972285812454,-1.0783816515712807,1.5541980300818659,-0.6375527143128625
C10018,41.089489,0.454545,519.0,0.0,519.0,0.0,0.416667,0.0,0.333333,0.0,0,8,2500.0,254.590662,73.203221,0.25,12,1,1,1,0,6,2.1042425035713217,-2.774883922147248,0.2720253145140659,0.5405002834250646,-0.22588338865399774,1.0065843531646652,-0.7281991162169602,-0.5358784811811534
C10019,1989.072228,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,1,1,1,0,5,1.9466217871824965,0.7529490897186439,-0.7876224547366806,-0.43274410084531256,1.216371249391696,1.1297570218821222,1.0793891492823742,-0.9446871575092295
C10020,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,1053.980464,12465.54938,0.0,12,1,1,1,0,5,1.1280666784434104,1.3965705386716367,-3.7580495153163493,1.0084614246247416,1.2310544944730986,0.647899173363313,0.5573024112582005,-1.1861920945750652
C10021,2016.684686,1.0,176.68,0.0,176.68,0.0,0.666667,0.0,0.666667,0.0,0,8,2000.0,223.0686,13557.29726,0.0,12,1,1,1,0,5,0.25996442577601714,0.42496358558304803,-4.139568156729386,0.3670165999031928,0.8725693671177138,0.23418755921479223,0.18146100664702583,-0.7609273788715056
C10022,6369.531318,1.0,6359.95,5910.04,449.91,229.028245,1.0,0.916667,1.0,0.333333,6,92,11250.0,2077.959051,1659.775075,0.0,12,1,1,0,0,3,1.670269071216373,4.963775546973729,-0.11769213299259032,-0.1007675310273268,-0.9720956716012064,1.0345433930748988,0.3858927773699323,0.9039703107587246
C10023,132.34224,0.636364,815.9,0.0,815.9,0.0,1.0,0.0,1.0,0.0,0,17,1800.0,2359.629958,86.329554,0.0,12,1,1,1,0,6,3.095643936938908,-1.2201353603093055,0.6367803651477587,1.8537384686957554,0.6808462686101111,-0.06639637925917011,-1.4632727456983017,-0.9786116393448937
C10024,3800.151377,0.818182,4248.35,3454.56,793.79,7974.415626,1.0,0.083333,0.916667,0.333333,13,13,9000.0,9479.043842,1425.426525,0.0,12,0,0,0,0,4,0.15124148050227235,4.607291506649374,1.5812850348508882,1.1907985508608727,-0.9702452300267462,1.461091180122571,-1.1561324222235618,-1.1224717871768959
C10025,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11,0,0,0,0,1,-4.860514242188565,0.5432118712442233,-0.5867763730785455,-0.03327855779966786,0.9850348187824708,-0.10248481742662816,1.0796389553148737,-0.43253932378100507
C10026,169.781679,1.0,399.6,0.0,399.6,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,215.306142,163.005536,0.0,12,1,1,1,0,5,2.26408126588927,-1.1066256655757252,-1.5879920835646315,1.5334681039916283,0.18246451390463483,0.6801498497288719,0.17494358469018134,0.30849148488742206
C10027,1615.96724,1.0,102.0,102.0,0.0,244.840485,0.166667,0.166667,0.0,0.25,5,2,1700.0,890.178845,971.183209,0.0,12,0,0,0,0,3,-2.2902636716841,1.0919083959252647,-0.8814087209283467,-1.3002927048008197,-0.2284698235050201,-0.604699033677235,-1.0091191108199173,-0.05397873003295806
C10028,125.694817,1.0,233.28,0.0,233.28,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,207.773715,164.748819,0.0,12,1,1,1,0,5,1.9675300815743506,-1.5384115979881685,-1.9607600080628622,1.6833138319238432,0.029800715521349778,-0.16883602226461827,-0.5397652832524688,0.6587045822513363
C10029,7152.864372,1.0,387.05,204.55,182.5,2236.145259,0.666667,0.166667,0.416667,0.833333,16,8,10500.0,1601.448347,1648.851345,0.0,12,0,0,0,0,3,-2.0637332040797625,3.9837543273874427,0.29863252606648893,0.6113945060286676,-0.8553172169463692,1.336122792737293,-0.043138951984335004,-0.028223084947619683
C10030,22.06349,1.0,100.0,0.0,100.0,0.0,0.416667,0.0,0.416667,0.0,0,5,6900.0,160.767773,159.684442,0.0,12,1,1,1,0,6,1.0607954303327773,-2.224296130779281,-0.9262033731730803,0.27866942991828586,0.5486067134848448,1.2725411911431985,0.8384823539084293,0.2427657510197818
C10031,12136.21996,1.0,3038.01,1013.2,2024.81,3183.583301,1.0,0.166667,1.0,0.5,10,64,13000.0,4230.323491,3292.01503,0.0,12,0,0,0,0,3,-0.24557207019086,5.5439089510083805,-0.31908523901890506,1.4970346204746736,-0.7394326699074089,1.457523719964617,-0.18185374835197965,-0.37236905661770087
C10032,1162.273324,1.0,1347.71,400.0,947.71,175.815755,1.0,0.083333,1.0,0.166667,2,45,6000.0,645.998299,256.848991,0.0,12,1,1,0,0,3,1.4400857192112044,2.0032309670475277,-0.039657342696372756,1.4128151871799086,-0.6483158158772034,1.0504934726001274,-0.12052671199167249,0.5295980086468646
C10033,6732.823064,1.0,324.95,324.95,0.0,1189.533753,0.083333,0.083333,0.0,0.166667,3,3,10500.0,1720.118876,2506.745366,0.0,12,0,0,0,0,3,-2.1858786455377586,2.3921636830839716,-0.1628796159538006,-1.684280457647676,0.11600101668713815,1.0650158180022127,0.2671139537815996,-0.9488602612169608
C10034,125.660453,1.0,636.79,636.79,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,1200.0,423.449696,196.301885,0.3,12,1,1,1,0,0,2.3808103471321154,-0.612092968313078,-0.004362430005518985,-2.0498530955424696,-0.28859271910888595,-1.3885659871294576,-0.006059409566549528,1.9303967722457758
C10035,3517.101616,0.727273,547.28,0.0,547.28,0.0,1.0,0.0,1.0,0.0,0,14,11000.0,8735.607835,17862.55831,0.0,12,1,1,1,0,8,1.7086844972619708,1.4211426926264719,-2.0914674328119207,1.0140392505778997,1.6799037243189598,1.8613788396400992,1.019911831833973,-2.0493456810658843
C10036,1656.350781,1.0,0.0,0.0,0.0,99.264367,0.0,0.0,0.0,0.083333,1,0,1800.0,351.500199,634.569311,0.0,12,0,0,0,0,2,-3.6996508970944393,-1.2342822576798753,-1.6967235519726291,-0.42743517854168067,1.2220146660545068,-0.6764046929940142,0.12021574104515513,0.3864652311685699
C10037,7427.076941,1.0,0.0,0.0,0.0,8873.375046,0.0,0.0,0.0,0.727273,11,0,9000.0,1636.361601,1986.843608,0.0,11,0,0,0,0,9,-6.0276093332781056,1.647942622625013,0.31484625095904983,0.4914060660475175,0.3775627723741955,0.4585048753678398,1.0721982549427493,-0.22539051420036363
C10038,4047.480828,1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7,41,5000.0,1617.894416,1541.141605,0.0,12,0,0,0,0,3,0.010594096667011966,4.355218302679151,-0.35136624896397745,0.37807852333843195,-1.1626578314265186,0.6444877318532646,-0.5629196370323547,0.5179355654327008
C10039,6269.418144,1.0,204.0,204.0,0.0,2925.699862,0.083333,0.083333,0.0,0.333333,12,2,9000.0,1237.111661,2049.408839,0.0,12,0,0,0,0,3,-3.0363634263188284,2.625945339764477,0.10525375588506017,-1.2791178294743262,-0.3629650624033855,1.0692021477389195,-0.021579316091343555,-0.6165854945613362
C10040,1411.60223,0.454545,963.24,963.24,0.0,6173.682877,0.083333,0.083333,0.0,0.333333,6,6,7500.0,20071.07544,719.948985,0.333333,12,0,0,0,-1,4,-1.2891852123786478,1.9606572390716044,4.108651087493884,-0.8231293323337484,-0.17846844046985846,0.8473217011022228,-1.3151236079115447,-1.6053944693950317
C10041,663.44781,0.727273,0.0,0.0,0.0,3133.063934,0.0,0.0,0.0,0.25,3,0,1800.0,3067.05783,283.333445,0.166667,12,0,0,0,0,9,-4.069464580293231,-1.0273748838328345,2.003358686490658,0.6538186502630446,1.1057568169876866,-0.6192214172800011,-0.7890717334497053,0.08837494106348025
C10043,784.889762,0.909091,1526.59,786.3,740.29,2188.419607,0.583333,0.416667,0.333333,0.25,11,27,3000.0,1262.309666,363.142736,0.111111,12,1,1,0,0,3,0.07887815303804019,2.5671703818263696,1.3216633710822308,0.38344406748565835,-1.3383500440485507,0.4202279291016353,-1.0309823499522757,0.7971442317135371
C10044,4104.710798,1.0,203.82,203.82,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,4500.0,868.275275,1801.264841,0.0,12,1,1,1,0,5,-0.2771176508924728,0.2399562120520661,-2.190153263698002,-2.711438411470539,1.051861454985125,-0.08437183363604744,0.22941590548291207,-1.444450131317965
C10045,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12,0,0,0,0,2,-4.320032399996168,-0.9680344608828814,-0.8450790880711581,0.01564789634524364,0.7677174073536451,-0.7982001543748595,-0.3699513019230403,0.6767341938744244
C10046,5315.945594,1.0,1525.44,469.8,1055.64,0.0,1.0,0.333333,1.0,0.0,0,20,8500.0,1430.341501,1318.71492,0.0,12,1,1,1,0,5,2.7123928702533195,2.188617037542212,-1.9720942440103952,-0.1539041749580585,0.678065313143445,0.6858377484302296,0.7708300846633722,-0.4920063463502977
C10047,2242.311686,1.0,437.0,97.0,340.0,184.648692,0.333333,0.083333,0.333333,0.166667,2,5,2400.0,0.0,,0.0,12,0,0,1,-1,4,-0.8457163284549023,0.2112263982541485,-2.6547185963237485,-0.3443890249237516,-2.3431760599779095,1.0378820159168078,-0.3977916458997977,1.3672701584406972
C10048,474.447149,0.5,109.74,0.0,109.74,1013.659552,0.375,0.0,0.25,0.125,1,3,1700.0,176.013005,147.199792,0.0,8,0,0,0,-1,4,-1.5325201967986453,-1.1905987697485259,0.2765727692240432,1.0901915626343064,-3.007381293097219,-0.03314076745712484,0.1786974543536642,-1.2477473892354942
C10049,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,,0.0,12,0,0,1,0,1,-5.321232780360996,-0.8808209480873307,-1.6607305280839941,0.012006584997317233,-1.2475021297152626,1.040344895532084,0.7852051085773376,2.2401805054712622
C10050,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,1,1,1,0,0,4.658726542189628,0.88741636947428,1.4168433756814647,0.836286774453414,0.8245565274671615,-1.159741601451674,0.4927900075166266,1.210208548237526
C10051,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,0,0,0,0,3,-0.8979802257269118,0.7154729310624082,0.8332113574912346,-1.5278538884785708,-0.6193929294351309,0.3303035810836923,-0.4328595353592759,0.10124568229311615
C10052,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,0,0,0,-1,4,-1.725306480701775,4.537403376681272,2.6106741922473393,0.6355290915432198,-2.486098001872881,-0.26891163147138236,0.9776124823175275,-1.4805157505766247
C10053,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,1,1,1,0,5,2.83851378113592,1.6222583474544452,-1.5800909886457748,-1.332387865184772,-0.04346523972503753,-0.1014120704254292,-0.24291980734117402,-0.11950119565277435
C10054,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,0,0,0,0,2,-3.981761590107021,-0.7866694572923842,-0.2746359368057983,-0.07115823720039764,1.149799753556456,0.042809791260558325,0.5037363233495312,0.41818167536454953
C10055,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,1,1,0,-1,4,0.5220872179944103,1.6100448955851436,3.3262355405686725,-1.1528521285319204,-1.9929771852257845,-1.6999423342744509,-0.035048500163640396,-0.2639137885433491
C10056,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,,0.0,12,1,1,1,0,6,1.8979617190810103,-2.4685823274890026,-1.1288744539887374,1.0479844368159392,-0.3397201426227644,0.6786729108933405,-1.196592832878567,-0.15267173574112233
C10057,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,,0.0,12,1,1,1,-1,8,1.2130190608155282,-1.116071613285938,-2.184736111956475,-3.049721790393913,-1.6584767922060848,1.4615573010911487,1.0579424506004989,1.2752379678161145
C10058,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,,0.0,12,0,0,1,-1,4,-2.253565299812462,0.778196404882208,-1.5697573688842403,-1.6474710971624664,-2.6936645687001524,1.0688208250393227,-0.010575391673111584,1.9629780145595592
C10059,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,1,1,1,0,5,3.6421480562103934,2.717252438906569,-0.1782426925909224,-1.548231959301929,0.6685023750576204,-0.02033167744009724,0.6000514736246558,-0.06863384364244318
C10060,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,0,0,0,0,1,-4.336168331659395,-0.1368612697691493,-1.413758425984747,-0.3156278254267684,1.0520731459008614,-0.4086143636198442,0.9893195146125301,-0.3505253529329195
C10061,5493.90406,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,0,0,0,0,3,-2.0782919860957567,2.4434339447448084,-0.8783627565562797,0.917518323263489,0.3047924121004377,0.7770113993839307,-0.27571569805846585,-1.0108141974194642
C10062,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,1,1,1,0,8,0.365335865387376,-0.6464134397318119,0.33081615960409283,-2.256491780466164,1.5526236009022458,0.20508153783498284,0.21738494939020195,-1.4086263721768544
C10063,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,1,1,1,0,5,-0.6824921144765499,-0.8607083752615472,-2.5366290449594056,-2.217013790801942,0.7415836280161058,-0.8168038309497514,-0.34061138939274754,-0.597605012163178
C10064,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,0,0,0,0,9,-4.459855436863204,-0.253763173671342,2.8868478334250978,0.9242966260956137,0.8424665702317368,-0.5966225945669544,0.09866854981151,-0.16514552353033093
C10065,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,,0.0,12,1,1,1,-1,8,1.2781702414372442,-4.042916566084282,-1.1636059469378004,-2.8571459108921733,-3.2237262595522376,2.6686748276712304,-1.2457924112906547,0.277814059380564
C10067,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,0,0,0,0,3,-0.06778303997303528,3.308603142754916,-1.736481309158887,2.6674782952198197,-0.1640745033182894,0.12216483788951277,-1.2492396895201348,-0.6119354758754835
C10068,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,1,1,1,0,5,1.0940939839134662,0.696681583812747,-2.338998485479699,-1.4508417402205391,0.47803916984092704,-0.8378258137298853,-0.37355629358240866,-0.10220514400787009
C10069,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,0,0,0,0,9,-4.153661602153354,-1.988708268189969,-0.33644889654373594,0.32292275983019797,-1.496448981134077,-1.4467378125562624,1.2843157967429262,-0.17976844652994511
C10070,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,0,0,0,0,2,-4.334353408179743,-0.6507898275311441,-0.1744604995718532,0.1445081839750857,0.7708799131613773,-0.3372910398302724,0.0008991890511584278,0.6301369286094576
C10071,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.607366,0.083333,12,1,1,1,0,5,1.4264251171666815,1.0940249969958056,-0.7392835764010174,-0.43088840688069563,1.9734713372619759,-0.39642876176888836,0.2961424228843245,-1.3302213309125193
C10072,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,1,1,1,0,5,1.018040215264158,0.7948775085641808,-1.6694608670088524,-2.9163901574057243,0.38248741452028723,-1.2138655929411721,-0.9153251734614354,-0.9092406333771544
C10073,5487.683724,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,0,0,0,0,3,-1.0827456410792724,2.8730125116951535,-1.4864935106125152,1.8643924858163048,-0.039265966868124814,1.0867528031214637,-0.07171081038706288,-0.5908315860262352
C10074,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.69446,1107.030803,0.454545,12,0,0,0,0,4,-0.14305867276433745,5.29863226416197,3.620685610304711,1.4548445737403939,-0.8802262422947505,0.23910594768457147,-1.1229529601733956,-0.0836280271697719
C10075,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,0,0,0,-1,1,-3.6631607126526946,-1.4332901734011143,2.1150979785827144,0.7289632489358226,-0.25712943688345374,-1.1135522579446484,2.4577141806596714,-0.5596264126041879
C10077,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,1,1,1,0,8,1.4364434165062772,0.48824798027641647,-1.9468471192807366,-0.8437121383492557,-0.3859241868417382,-1.0503368584583233,0.23102823341996612,-1.4054172976399493
C10078,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,11,1,1,1,0,8,2.03735054862931,-0.4281846339582732,0.42434433490872864,-1.1370714817242433,0.29698215419510027,0.11077603199087126,0.25677853283915836,-1.3263056140544975
C10079,5860.433624,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12,1,1,1,0,5,1.5793431063563386,1.8827912069924102,-2.5156161060471742,-0.3999391804064165,1.141663227520657,0.1786722669984374,0.4709482332614242,-0.9290796654014365
C10080,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,1,1,1,0,5,2.140957888072547,1.3105189961951653,0.4017684789202169,-2.612316644101512,1.0628919106864174,-0.08521526222466122,1.3553191012925383,0.6822510100039657
C10081,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,1,1,1,0,5,1.7157476096567317,-0.7710954916651502,-0.9704736502990331,1.0033785754170526,1.0790559982412202,-0.7616836561614856,-0.8445394099180827,-0.7047264849847134
C10082,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,8242.687678,0.0,12,0,0,0,0,1,-3.85796364346498,-1.246813619942,-3.373635402344352,-0.7159234092942336,0.7584362825500562,-0.2195773026692228,0.3519918525612426,0.6136493040364229
C10083,6593.820644,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,2503.40234,0.0,12,0,0,0,0,3,-2.4036130153876427,3.824214703244404,0.06289481202457027,-1.42120905060176,-0.7573848039980982,0.4219261825994565,-0.025725202113567366,0.5194449583442504
C10084,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,1,1,1,0,6,2.3371893789788376,-1.5506410551426333,0.03905234864166758,0.3361289725383268,0.3274555895093409,0.6268296351698219,0.4559118729538662,0.7050287283642473
C10085,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,0,0,0,0,1,-3.9658955501192574,-2.474737415823712,1.56816448491036,0.10890205166355285,-0.6130115667914411,2.751554227842449,0.4157604457365673,0.7367304933722822
C10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.444444,12,1,1,1,0,6,1.915441585718781,-2.612868768090431,0.9193661859968144,-0.2917700098886955,0.2462774438258897,1.590061097403666,1.0404725582859264,0.46128893192311193
